-2.9999999999999996 -5.413079441389906
-2.9499999999999997 -5.314737106139538
-2.8999999999999995 -5.216034948693103
-2.8499999999999996 -5.117128141050218
-2.8 -5.0180010845783904
-2.75 -4.918629513065112
-2.6999999999999997 -4.819179023142639
-2.6499999999999995 -4.719616250262916
-2.5999999999999996 -4.619913441973256
-2.5499999999999994 -4.520185658076101
-2.5 -4.420388188378292
-2.45 -4.320571062432416
-2.4 -4.220718043166329
-2.3499999999999996 -4.120824385011068
-2.2999999999999994 -4.0209233145473275
-2.2499999999999996 -3.920988797751556
-2.1999999999999997 -3.821030051936959
-2.15 -3.7210504209391697
-2.1 -3.620958158132445
-2.05 -3.5207948883824547
-1.9999999999999996 -3.4200400551187284
-1.9499999999999997 -3.3194421259907467
-1.8999999999999997 -3.2177561220178195
-1.8499999999999999 -3.1153896336225264
-1.7999999999999996 -3.0123286919943313
-1.75 -2.908998987715699
-1.6999999999999997 -2.8059041023310223
-1.6499999999999997 -2.7039801311727523
-1.5999999999999999 -2.6036073469951053
-1.5499999999999996 -2.505223792826176
-1.4999999999999998 -2.4091196562529364
-1.4499999999999997 -2.3147501074952714
-1.4 -2.2218654429937588
-1.3499999999999996 -2.1297611370472347
-1.2999999999999996 -2.0379549682758022
-1.25 -1.9459055471534603
-1.2 -1.8530204733551774
-1.1499999999999997 -1.759663201890758
-1.0999999999999999 -1.6656816471111888
-1.0499999999999998 -1.5725593613417213
-0.9999999999999998 -1.4829460455174737
-0.9499999999999996 -1.4024545641997728
-0.8999999999999998 -1.3354056882875251
-0.8500000000000001 -1.3409543328029176
-0.7999999999999997 -1.4862106497665057
-0.7499999999999999 -1.8121946786659755
-0.6999999999999996 -2.2664767236223304
-0.6499999999999998 -2.74303724907321
-0.5999999999999995 -3.2628346862375674
-0.5499999999999998 -3.8136971169307037
-0.4999999999999999 -4.355675118390128
-0.4499999999999996 -4.898373548962676
-0.3999999999999999 -5.435456983022994
-0.34999999999999964 -5.968118815251297
-0.2999999999999998 -6.502471315552402
-0.25 -7.030905860987963
-0.19999999999999976 -7.555533103963204
-0.1499999999999999 -8.07700115425545
-0.09999999999999963 -8.598459025051678
-0.049999999999999815 -9.118139243808772
0. -9.63651077179639
