5.07042e-6    8.45652e-9
5.16498e-6    2.87707e-9
5.52702e-6    1.17092e-9
6.32902e-6    5.71947e-10
7.52022e-6    3.56987e-10
9.15850e-6    2.92793e-10
1.03272e-5    2.65313e-10
1.12226e-5    2.51561e-10
1.35001e-5    2.41702e-10
1.64411e-5    2.24067e-10
2.00227e-5    2.18573e-10
2.42349e-5    2.19211e-10
2.95145e-5    2.18573e-10
3.59442e-5    2.17081e-10
4.37746e-5    2.14753e-10
5.33108e-5    2.13287e-10
6.45259e-5    2.12712e-10
7.85828e-5    2.11260e-10
9.66232e-5    2.03252e-10
1.16550e-4    2.08386e-10
1.41941e-4    2.13579e-10
1.71801e-4    2.28626e-10
2.09228e-4    2.57516e-10
2.51688e-4    3.34313e-10
2.93585e-4    5.82867e-10
3.18057e-4    1.48364e-9
3.21999e-4    3.99513e-9
