-2.9999999999999996 -4.622768207428601
-2.9499999999999997 -4.52442952470514
-2.8999999999999995 -4.425731465381502
-2.8499999999999996 -4.326828321715889
-2.8 -4.227702610664018
-2.75 -4.1283337877089465
-2.6999999999999997 -4.028888458145391
-2.6499999999999995 -3.9293282492137944
-2.5999999999999996 -3.8296250482097616
-2.5499999999999994 -3.7298968791524647
-2.5 -3.630099011098026
-2.45 -3.5302815049508753
-2.4 -3.430428081587344
-2.3499999999999996 -3.3305340482258123
-2.2999999999999994 -3.230632568277329
-2.2499999999999996 -3.130697680696476
-2.1999999999999997 -3.0307385296466576
-2.15 -2.9307585217996728
-2.1 -2.8306667379924546
-2.05 -2.730506820621841
-1.9999999999999996 -2.6297553577573667
-1.9499999999999997 -2.529160525572393
-1.8999999999999997 -2.4274802142189604
-1.8499999999999999 -2.3251224396218086
-1.7999999999999996 -2.2220737512693836
-1.75 -2.118759291908111
-1.6999999999999997 -2.0156828307353116
-1.6499999999999997 -1.913779609354207
-1.5999999999999999 -1.813428827884304
-1.5499999999999996 -1.71506793243077
-1.4999999999999998 -1.618986243850856
-1.4499999999999997 -1.524633426815999
-1.4 -1.431749167841528
-1.3499999999999996 -1.3396095466177047
-1.2999999999999996 -1.2476892114875056
-1.25 -1.1553667903150036
-1.2 -1.0618823823158017
-1.1499999999999997 -0.967266580370472
-1.0999999999999999 -0.8706883489824657
-1.0499999999999998 -0.7722532127903919
-0.9999999999999998 -0.6718041098646632
-0.9499999999999996 -0.5692993573529407
-0.8999999999999998 -0.4569200440779302
-0.8500000000000001 -0.3732282374518071
-0.7999999999999997 -0.3594901790283788
-0.7499999999999999 -0.45659329985735064
-0.6999999999999996 -0.6691895622080214
-0.6499999999999998 -0.9458009114802112
-0.5999999999999995 -1.328865353305419
-0.5499999999999998 -1.7999709277344949
-0.4999999999999999 -2.2998028300465547
-0.4499999999999996 -2.821198574635872
-0.3999999999999999 -3.3477881383611474
-0.34999999999999964 -3.8753774357467528
-0.2999999999999998 -4.407350019450668
-0.25 -4.934712049423968
-0.19999999999999976 -5.458885253056423
-0.1499999999999999 -5.9802254236685926
-0.09999999999999963 -6.501696194104183
-0.049999999999999815 -7.021443817126327
0. -7.53990370861382
